hostname,viewname,rackname,deployment_type,hardware,session_window,label,component,message_count,messages,incident_id,message_structure
scaqat10adm04vm01,mwhwa_daily50,,,,2025-10-22 13:24:01 - 2025-10-22 13:24:03,OSS_MAIN_LINUX.X64_251022,multipathd,34,"multipathd: checker failed path 8:80 in map mpathe
multipathd: checker failed path 8:128 in map mpathg
multipathd: checker failed path 8:96 in map mpathf
multipathd: checker failed path 8:112 in map mpathf
multipathd: checker failed path 8:144 in map mpathg
multipathd: checker failed path 8:176 in map mpathg
multipathd: checker failed path 8:160 in map mpathg
multipathd: checker failed path 8:208 in map mpathg
multipathd: checker failed path 8:240 in map mpathh
multipathd: checker failed path 65:16 in map mpathh
multipathd: checker failed path 65:0 in map mpathh
multipathd: checker failed path 65:32 in map mpathh
multipathd: checker failed path 65:48 in map mpathh
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdh state 2 dmstate 2",d12852d5f915,"multipathd: checker failed path <num>:<num> in map mpathe
multipathd: checker failed path <num>:<num> in map mpathg
multipathd: checker failed path <num>:<num> in map mpathf
multipathd: checker failed path <num>:<num> in map mpathh
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdn state <num> dmstate <num>
multipathd: sync_map_state: failing sdr state <num> dmstate <num>
multipathd: sync_map_state: failing sdq state <num> dmstate <num>
multipathd: sync_map_state: failing sds state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>
multipathd: sync_map_state: failing sdh state <num> dmstate <num>"
scaqat10adm04vm02,mwhwa_daily50,,,,2025-10-22 12:52:16,OSS_MAIN_LINUX.X64_251022,multipathd,30,"multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdo state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdn state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2",149f3cd6f3c6,"multipathd: sync_map_state: failing sdr state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sds state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdq state <num> dmstate <num>
multipathd: sync_map_state: failing sdn state <num> dmstate <num>
multipathd: sync_map_state: failing sdo state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>"
scaqaj01adm01 | scaqaj01adm02,mwhwa_daily73,scaqaj01adm0102,Image-BareMetal-X8,X8-8 Elastic Rack EF,2025-10-22 10:55:54,OSS_MAIN_LINUX.X64_251022,systemd,4,"systemd: lvm2-pvscan@259:13.service: Failed with result 'exit-code'.
systemd: Failed to start LVM event activation on device 259:13.",c88e9a94ce3b,"systemd: lvm<num>-pvscan@<num>:<num>.service: failed with result '<str>'.
systemd: failed to start lvm event activation on device <num>:<num>."
scaqaj01adm01 | scaqaj01adm02,mwhwa_daily73,scaqaj01adm0102,Image-BareMetal-X8,X8-8 Elastic Rack EF,2025-10-22 11:10:27,OSS_MAIN_LINUX.X64_251022,systemd,4,systemd: lvm2-pvscan@259:12.service: Failed with result 'exit-code'.,c7c7797fc1ed,systemd: lvm<num>-pvscan@<num>:<num>.service: failed with result '<str>'.
scaqaj01adm01 | scaqaj01adm02,mwhwa_daily73,scaqaj01adm0102,Image-BareMetal-X8,X8-8 Elastic Rack EF,2025-10-22 10:55:54,OSS_MAIN_LINUX.X64_251022,lvm,6,lvm: pvscan[357348] PV /dev/md34p1 failed to create online file.,c36d0b086b25,lvm: pvscan[<num>] pv /dev/md<num>p<num> failed to create online file.
scaqaj01celadm16 | scaqat10v6adm03 | scaqat10v6adm04,mwhwa_daily73 | suragraw_daily100,scaqaj01adm0102,Image-BareMetal-X8,X8-8 Elastic Rack EF,2025-10-22 13:41:18,OSS_MAIN_LINUX.X64_251022,rdmaip-link-monitor,7,rdmaip-link-monitor: 99-rdmaip: Interface 're1' fails over to 're0',1db6d055552e,rdmaip-link-monitor: <num>-rdmaip: interface '<str>' fails over to '<str>'
scaqaj01celadm16,mwhwa_daily73,scaqaj01adm0102,Image-BareMetal-X8,X8-8 Elastic Rack EF,2025-10-22 13:41:31,OSS_MAIN_LINUX.X64_251022,rdmaip-link-monitor,9,rdmaip-link-monitor: 99-rdmaip: Bundled failback: delaying failback by 101.509 secs,dd1d181ae2d1,rdmaip-link-monitor: <num>-rdmaip: bundled failback: delaying failback by <num>.<num> secs
scaqan01adm03,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 01:55:13,OSS_MAIN_LINUX.X64_251022,systemd,2,"systemd: uptrack.service: Failed with result 'signal'.
systemd: selinux-autorelabel.service: Failed with result 'signal'.",6d35e00cf295,"systemd: uptrack.service: failed with result '<str>'.
systemd: selinux-autorelabel.service: failed with result '<str>'."
scaqan01adm03,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 02:01:36,OSS_MAIN_LINUX.X64_251022,exachkcfg,2,"exachkcfg: Oct 23 02:01:14 scaqan01adm03.usdvm.oraclecorp.com sshd[102307]: Failed publickey for root from 10.133.185.178 port 36496 ssh2: RSA SHA256:fgsHMECR+ggNvt6fB7aUgkXpyuH0lR7YfgfqcAf8w+c
exachkcfg: Oct 23 02:01:14 scaqan01adm03.usdvm.oraclecorp.com sshd[102307]: Failed publickey for root from 10.133.185.178 port 36496 ssh2: RSA SHA256:yrfDCRM1cgNFbv83ottycqSCQhYK7Lz0oTXLSxf5XgM",563c269f3a21,"exachkcfg: oct <num> <time> scaqan<num>adm<num>.usdvm.oraclecorp.com sshd[<num>]: failed publickey for root from <ip> port <num> ssh<num>: rsa sha<num>:fgshmecr+ggnvt<num>fb<num>augkxpyuh<num>lr<num>yfgfqcaf<num>w+c
exachkcfg: oct <num> <time> scaqan<num>adm<num>.usdvm.oraclecorp.com sshd[<num>]: failed publickey for root from <ip> port <num> ssh<num>: rsa sha<num>:yrfdcrm<num>cgnfbv<num>ottycqscqhyk<num>lz<num>otxlsxf<num>xgm"
scaqan01adm04,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 01:39:34 - 2025-10-23 01:39:36,OSS_MAIN_LINUX.X64_251022,systemd,4,"systemd: chrony-wait.service: Failed with result 'timeout'.
systemd: Failed to start Wait for chrony to synchronize system clock.
systemd: u01.mount: Failed with result 'exit-code'.
systemd: Failed to mount /u01.",08c81b6eda76,"systemd: chrony-wait.service: failed with result '<str>'.
systemd: failed to start wait for chrony to synchronize system clock.
systemd: u<num>.mount: failed with result '<str>'.
systemd: failed to mount /u<num>."
scaqan01celadm04 | scaqan01celadm05 | scaqan01celadm06,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 04:03:51,OSS_MAIN_LINUX.X64_251022,kernel,6,"kernel: mlx5_core 0000:af:00.0: mlx5_cmd_out_err:808:(pid 7402): INIT2RTR_QP(0x503) op_mod(0x0) failed, status bad parameter(0x3), syndrome (0x29e0df), err(-22)
kernel: RDS/IB: Failed to setup fastreg resources",cd89e6b3151f,"kernel: mlx<num>_core <num>:af:<num>.<num>: mlx<num>_cmd_out_err:<num>:(pid <num>): init<num>rtr_qp(<hex>) op_mod(<hex>) failed, status bad parameter(<hex>), syndrome (<hex>), err(-<num>)
kernel: rds/ib: failed to setup fastreg resources"
scaqan01dv0301,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 03:39:12 - 2025-10-23 03:39:13,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sdh: mark as failed
multipathd: checker failed path 8:144 in map mpathf
multipathd: checker failed path 8:160 in map mpathe
multipathd: checker failed path 8:176 in map mpathf
multipathd: checker failed path 8:192 in map mpathe
multipathd: checker failed path 8:208 in map mpathf
multipathd: checker failed path 8:224 in map mpathe
multipathd: checker failed path 8:240 in map mpathf
multipathd: checker failed path 8:96 in map mpathe
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed",65ed27409791,"multipathd: sdh: mark as failed
multipathd: checker failed path <num>:<num> in map mpathf
multipathd: checker failed path <num>:<num> in map mpathe
multipathd: sdf: mark as failed
multipathd: sdi: mark as failed
multipathd: sde: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed"
scaqan01dv0301,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 04:39:25 - 2025-10-23 04:39:26,OSS_MAIN_LINUX.X64_251022,multipathd,30,"multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdm state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdi state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdj state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdq state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdp state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sdr state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2
multipathd: sync_map_state: failing sdt state 2 dmstate 2
multipathd: sync_map_state: failing sds state 2 dmstate 2",43db3353d4eb,"multipathd: sync_map_state: failing sdi state <num> dmstate <num>
multipathd: sync_map_state: failing sdj state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdm state <num> dmstate <num>
multipathd: sync_map_state: failing sdp state <num> dmstate <num>
multipathd: sync_map_state: failing sdq state <num> dmstate <num>
multipathd: sync_map_state: failing sdr state <num> dmstate <num>
multipathd: sync_map_state: failing sds state <num> dmstate <num>
multipathd: sync_map_state: failing sdt state <num> dmstate <num>"
scaqan01dv0302,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 04:39:24 - 2025-10-23 04:39:26,OSS_MAIN_LINUX.X64_251022,kernel,31,"kernel: RDS/IB: re-connect <::ffff:192.168.60.244,::ffff:192.168.60.246,0> stalling for more than 1 min...(drops=14 err=0)
kernel: device-mapper: multipath: 252:19: Failing path 8:144.
kernel: device-mapper: multipath: 252:19: Failing path 8:176.
kernel: device-mapper: multipath: 252:19: Failing path 8:160.
kernel: device-mapper: multipath: 252:19: Failing path 8:192.
kernel: device-mapper: multipath: 252:19: Failing path 8:128.
kernel: device-mapper: multipath: 252:19: Failing path 8:144.
kernel: device-mapper: multipath: 252:19: Failing path 8:176.
kernel: device-mapper: multipath: 252:19: Failing path 8:160.
kernel: device-mapper: multipath: 252:19: Failing path 8:128.
kernel: device-mapper: multipath: 252:19: Failing path 8:144.
kernel: device-mapper: multipath: 252:19: Failing path 8:160.
kernel: device-mapper: multipath: 252:19: Failing path 8:128.
kernel: device-mapper: multipath: 252:19: Failing path 8:144.
kernel: device-mapper: multipath: 252:19: Failing path 8:160.
kernel: device-mapper: multipath: 252:19: Failing path 8:160.
kernel: device-mapper: multipath: 252:18: Failing path 8:240.
kernel: device-mapper: multipath: 252:18: Failing path 65:0.
kernel: device-mapper: multipath: 252:18: Failing path 65:16.
kernel: device-mapper: multipath: 252:18: Failing path 65:48.
kernel: device-mapper: multipath: 252:18: Failing path 65:32.
kernel: device-mapper: multipath: 252:18: Failing path 8:240.
kernel: device-mapper: multipath: 252:18: Failing path 65:16.
kernel: device-mapper: multipath: 252:18: Failing path 65:48.
kernel: device-mapper: multipath: 252:18: Failing path 65:32.
kernel: device-mapper: multipath: 252:18: Failing path 65:16.
kernel: device-mapper: multipath: 252:18: Failing path 65:48.
kernel: device-mapper: multipath: 252:18: Failing path 65:32.
kernel: device-mapper: multipath: 252:18: Failing path 65:16.
kernel: device-mapper: multipath: 252:18: Failing path 65:32.
kernel: device-mapper: multipath: 252:18: Failing path 65:16.",9d7e4cdb4101,"kernel: rds/ib: re-connect <::ffff:<ip>,::ffff:<ip>,<num>> stalling for more than <num> min...(drops=<num> err=<num>)
kernel: device-mapper: multipath: <num>:<num>: failing path <num>:<num>."
scaqan01dv0302,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 03:39:13 - 2025-10-23 03:39:14,OSS_MAIN_LINUX.X64_251022,multipathd,16,"multipathd: sdi: mark as failed
multipathd: checker failed path 8:160 in map mpathe
multipathd: checker failed path 8:192 in map mpathe
multipathd: checker failed path 8:208 in map mpathf
multipathd: checker failed path 8:224 in map mpathe
multipathd: checker failed path 8:240 in map mpathf
multipathd: sdh: mark as failed
multipathd: sdj: mark as failed
multipathd: sdf: mark as failed
multipathd: sdl: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed",4672856bfca2,"multipathd: sdi: mark as failed
multipathd: checker failed path <num>:<num> in map mpathe
multipathd: checker failed path <num>:<num> in map mpathf
multipathd: sdh: mark as failed
multipathd: sdj: mark as failed
multipathd: sdf: mark as failed
multipathd: sdl: mark as failed
multipathd: sde: mark as failed
multipathd: sdg: mark as failed
multipathd: sdq: mark as failed
multipathd: sds: mark as failed
multipathd: sdr: mark as failed
multipathd: sdt: mark as failed"
scaqan01dv0302,sadwe_daily100,scaqan01adm0304,Upgrade-KVM-QinQ-VLAN-X8,X8M-2 Elastic Rack HC 14TB,2025-10-23 04:03:57 - 2025-10-23 04:03:59,OSS_MAIN_LINUX.X64_251022,multipathd,13,"multipathd: checker failed path 8:144 in map mpathf
multipathd: checker failed path 8:128 in map mpathe
multipathd: checker failed path 8:160 in map mpathf
multipathd: checker failed path 8:112 in map mpathe
multipathd: checker failed path 8:176 in map mpathf
multipathd: checker failed path 8:208 in map mpathg
multipathd: checker failed path 8:240 in map mpathh
multipathd: sync_map_state: failing sdh state 2 dmstate 2
multipathd: sync_map_state: failing sdk state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2
multipathd: sync_map_state: failing sdl state 2 dmstate 2",05c59e3bfaa2,"multipathd: checker failed path <num>:<num> in map mpathf
multipathd: checker failed path <num>:<num> in map mpathe
multipathd: checker failed path <num>:<num> in map mpathg
multipathd: checker failed path <num>:<num> in map mpathh
multipathd: sync_map_state: failing sdh state <num> dmstate <num>
multipathd: sync_map_state: failing sdk state <num> dmstate <num>
multipathd: sync_map_state: failing sdl state <num> dmstate <num>"
